data.file,"1-(2-Furanyl)-1,2-butanedione","16,17-Dihydroxy-9(11)-kauren-19-oic acid (i)","16,17-Dihydroxy-9(11)-kauren-19-oic acid (ii)",1-Methyl-2-pyrrolecarboxaldehyde,1-Methyl-2-pyrrolecarboxaldehyde (i),1-Methyl-2-pyrrolecarboxaldehyde (ii),"2,3-Pentanedione",2-Acetyl-5-methylthiophene,2-Ethylthiazole,Dihydroxynicotinamide (i),Dihydroxynicotinamide (ii),2'-Methoxypleurospermine,2-Methyl-5-(1-propenyl)pyrazine,2-Oxobutanoic acid (2-Ketobutyrate),"3-(3,4-Dihydroxyphenyl)-2-propenoic acid","3,4-Dicaffeoylquinic acid lactone","3,4-Dimethyl-1,2-cyclopentanedione",3-Methyl-5-O-Caffeoylquinic acid lactone,4-Coumaric acid,"4-Ethyl-1,2-dimethoxybenzene",4-Methylcatechol,4-O-p-Coumaroylquinic acid 1'-3-Lactone,Adenine,Aspartame (i),Aspartame (ii),Atractyligenin,Baptifoline,Benzenetriol (i),Benzenetriol (ii),Butanedione (iii),Cafamarine,Cafestol,Caffeic acid,Caffeine,Caffeoylquinic acid (i),Caffeoylquinic acid (ii),Caffeoylquinic acid (iii),Caffeoylquinic acid (iv),Caffeoylquinic acid (v),Caffeoylquinic acid derivative (i),Caffeoylquinic acid derivative (ii),Caffeoylquinic acid lactone (i),Caffeoylquinic acid lactone (ii),Campestanol (chalinastanol) (i),Caramel furanone,Cinnamoylglycine,Coixinden A,Coumaroylquinic acid (i),Coumaroylquinic acid (ii),Cyclo(isoleucyl-prolyl) (i),Cyclo(isoleucyl-prolyl) (ii),Cyclo(phenylalanyl-prolyl) (i),Cyclo(phenylalanyl-prolyl) (ii),Cyclo(prolyl-prolyl),Cyclo(prolyl-valyl),Cyclopentanone,Demethoxypleurospermine,"Diacetin (glycerol 1,2-diacetate) (i)","Diacetyl (2,3-Butanedione)",Dicaffeoylquinic acid (i),Dicaffeoylquinic acid (ii),Dihydroxycinnamoyl tryptophan,Ferulic acid,Feruloylquinic acid (i),Feruloylquinic acid (ii),Feruloylquinic acid (iii),Furfuyl alcohol (furanmethanol),Guanosine,Hydroxybenzoic acid (i),Hydroxybenzoic acid (ii),Hydroxycinnamoyl tryptophan,Hydroxyglutarate,Hypoxanthine,Kahweol,Liberine,Linoleic acid,Methionine,Nicotinic acid,Ochratoxin A (i),Ochratoxin A (ii),Paraxanthine,Phenylalanine,Scopoletin,Theobromine,Theophylline,Trigonelline,Trimethylamine,Xanthine
Brew-04.d,946813,777726,1558454,636429,206149,664102,165281,205271,23575,242523,292835,153818,148850,357649,458804,313666,563314,3327573,999652,2691100,219172,554215,92916,39283,91975,301860,90896,5308244,9715500,365052,189293,136251,791705,55207190,15643197,5356959,7589779,3362971,1015178,1881974,520038,5011476,12134471,370019,2154544,485840,174798,1153035,198784,2824275,2149395,393011,416634,1215715,930849,207831,142364,546173,2942772,288800,238898,389067,462606,6416117,1303326,757538,754999,113311,2007393,1014893,153928,1393900,389880,349585,158935,162879,40942,4350666,29756,33620,238260,285267,1152903,739863,132647,1132476,661173,256148
Brew-05.d,517450,764048,2079782,316663,106066,420267,62484,113136,13126,108500,146353,49539,104272,200730,428693,215136,227900,2755028,525020,3716868,185310,409737,34253,50495,53024,245637,46448,4223976,4002604,295151,278817,153728,263882,97945008,16703301,5024811,6622480,2058103,650407,2193336,548306,5426658,12437506,373489,1424527,591891,92330,982559,155219,1352586,1418672,143224,238564,617867,421000,67276,56805,307179,895008,357502,312159,241681,430774,5276697,1040761,402253,296467,96646,709855,282137,92669,1201199,152670,305129,47256,198861,47482,1994273,5292,40689,117152,149926,696451,508592,56925,653644,844031,
Brew-10.d,687724,67112,82158,160046,210374,347529,163580,223094,12226,179544,398933,294068,45584,178801,448652,,330121,2068523,514524,2545888,75110,121677,155667,90148,,52469,887066,21616916,3930001,1599211,36555,,427182,24369973,4844203,2395228,3357855,1715258,503813,718010,276419,556528,2406439,371169,973495,317219,46341,296657,99518,6162954,7165170,1779533,2528092,1821754,2041806,104588,133450,430360,823948,130420,103441,486311,141229,5423380,1533472,1047178,820011,75301,2211461,1304426,223061,449608,315988,315019,,154832,181280,4459574,138016,17984,,2177243,768841,156913,99362,967975,683122,261416
Brew-100.d,1850889,1684735,2012948,1377175,581845,998243,580363,737999,57682,505921,858784,180274,228812,308175,771185,265332,1912483,3838850,2314711,16012,254214,564760,222894,,455764,589216,410341,1744991,32685847,185975,,178018,3993985,56369202,10196913,5012747,6577610,4967745,1386096,1027301,415870,3447759,9986528,346193,1143383,279858,448643,1060813,338874,7600576,4552024,1872334,1215406,3908519,3298448,332460,228382,1483898,7032725,126708,57249,333739,1105772,6071361,1443863,1247283,2527037,136130,5403208,7341237,346907,1690483,901281,649889,,186252,252615,23154714,193239,30483,221125,955369,3647053,1328025,83655,3519987,590896,589923
Brew-101.d,695398,1010497,2817601,276078,115270,392524,62230,160545,16413,253833,189062,81970,86819,392290,689758,164643,253666,3428890,640073,837627,254953,425072,40166,75957,46288,307895,38024,10762132,4106895,668494,404320,188818,269505,95063220,24912388,9222774,13590924,2670728,1039006,2256676,677738,6312312,14807054,363544,1708510,838576,121396,1320326,290799,1483248,1617329,158300,285572,694478,485981,65063,80392,405694,910912,743963,729663,642926,444664,8919429,1765465,580955,378983,157522,946855,288042,187204,2382831,230118,472245,39215,187094,39644,3320698,8136,54632,153107,488733,867545,561191,108280,862393,533358,239118
Brew-106.d,516927,508177,1260298,262588,170951,325087,58827,123677,12998,213886,406547,152139,163051,186173,849285,272268,238716,4391565,498405,1375008,127498,287803,45956,43084,28932,148403,83507,3656082,2459026,248092,287346,80918,280631,55626526,12309580,4503492,7054032,1654480,548209,1379307,409704,3945895,9840693,363179,1216708,295167,65834,726812,126232,2290951,1728415,354813,355796,712863,880726,101709,133911,237501,1029034,354418,278015,1242182,118409,7953336,1745521,734685,360350,198236,889127,447261,807904,884096,276267,617280,99256,187596,33586,5709554,16185,28184,201129,660333,799126,615158,499572,476878,578658,244188
Brew-108.d,622766,336323,770638,249526,256687,331296,115880,228382,25068,475661,710668,198800,204833,408619,860922,321890,459858,4436432,664410,761369,216759,236803,103772,75527,106777,115019,127164,4641475,3996482,356976,387762,45127,484819,63062844,18391202,7587409,10373748,3221427,981021,1663294,561805,3092845,7935027,327901,1600814,252603,73629,997559,312470,4231095,3106047,544905,502216,1045930,1569959,128014,132377,347175,1395929,272138,181395,949403,71484,14186120,3190327,1302119,571646,274816,1496475,767239,518869,2184263,346842,689669,67065,151070,33135,13208697,30762,46212,254854,317994,933607,936984,738815,668564,601743,329826
Brew-109.d,757412,945520,3746607,336267,85565,513209,69967,180945,21324,261915,114584,71166,40894,620583,841450,,251179,2610374,589926,2106494,427274,436700,48965,132573,45942,329915,16904,18732911,4887683,1362206,717611,254231,218315,55976850,34102707,14518768,20767365,2961576,1461780,2934799,829335,7024789,16174697,323658,3635968,1416189,102549,2118385,394317,1068970,1559429,101678,266028,690005,359166,68646,48874,518877,1041549,1485232,1402646,783408,692921,13229525,2417547,525091,394994,189411,830062,239245,241293,4694323,236406,632612,,185309,32848,2719717,7049,75147,154533,294601,932767,424835,94041,1166542,605234,266329
Brew-11.d,748840,571084,372406,81916,94681,308131,81061,185037,16959,178975,415710,300405,24833,225900,427980,298707,147223,2643016,225410,2822195,284317,110105,133530,96279,47351,118568,454474,29152483,2186946,2421944,138707,23391,50824,61739504,25150898,11882371,13660877,2736392,915110,2922649,1103956,1496126,5196667,335400,1062039,789439,,1279000,322771,5734120,10100746,1019449,2836741,1806110,1392191,40735,118268,397227,335643,1130567,918778,5903724,187425,19757407,5270795,1398725,429736,500883,894959,281211,1004926,2506903,342377,360031,107248,166947,171111,1812997,94254,62134,277069,2508079,1145397,961643,3337732,876945,646161,207754
Brew-110.d,923585,1231884,2345834,515357,308448,444079,217264,347328,33925,279257,487426,100450,138852,175321,843434,12049,1005819,2685759,1175595,756932,257952,604579,3632,54645,311022,357264,246647,858230,10920742,68751,47782,180086,1455413,45095390,9235668,3664895,5614214,3452004,876767,1023437,285068,3279429,8686462,335751,751333,314806,194540,1057062,259427,4554848,2769733,975773,742731,2040799,1971888,123508,147350,731629,2064550,210832,107668,166784,678843,4578256,926875,801718,971147,77040,2487817,2747138,164554,1246482,470889,692855,,174604,95123,19212720,86149,25239,121367,909107,1440706,553772,50917,1643677,467086,331058
Brew-112.d,976693,1349343,2433602,855908,333329,714565,209526,259916,27857,364518,579851,128511,289036,202732,795738,361155,1014617,3325698,1069158,1472401,256226,547596,117116,69785,269259,382171,220161,1241400,13579353,138116,183639,188215,1327557,56831324,12400910,5565248,7952129,3400959,1123789,1340350,414913,3982736,10403651,347252,1081687,360851,262961,1202824,445044,3790753,2885192,774249,654966,1829026,1697149,206268,175711,689408,3976600,298203,185542,330470,704792,6154644,1447156,881568,852717,143457,2333953,1994974,155514,1505493,448739,499922,140597,155092,78082,15295723,75391,38686,324992,606653,1558083,1163097,110994,1356782,731459,302457
Brew-113.d,644759,740071,1396995,345527,192622,406718,80899,153077,13426,270183,383172,225462,171329,202911,814087,300701,317450,5217573,608945,1735848,201398,396526,63474,56730,64664,205708,98998,1710935,3901335,193601,147379,95864,461751,63405487,16519733,6962262,10120079,2283993,782827,1660586,574733,4468271,11451716,327600,1053904,412510,68298,954708,171990,2602389,2129724,386531,411848,827969,903285,93228,147125,238949,1305991,735625,594101,2690577,224281,13306952,2791273,854140,419777,247072,1086847,620584,1001435,1185254,272054,671950,42452,197011,34660,6123739,20497,38823,241225,333493,970162,679877,870667,629090,617121,185123
Brew-114.d,1654419,2281799,2549942,1197116,703876,821820,699771,1143105,80166,736941,1560269,257996,416353,395979,905781,94536,3121804,2717997,1834362,,476689,506631,244154,,703977,639419,537336,1239982,38704940,108672,,366737,3832944,80557381,12185447,6042449,7850814,6680821,1907132,1103219,368724,2805967,8268368,336714,1669918,283663,620396,1658857,278273,11499368,6282679,2653623,1379048,4635999,6065225,347161,263051,2132086,7114841,93130,49433,419396,801086,8123673,1577826,1927106,2935260,191070,4853999,10046587,492194,2284033,1216720,741054,,200585,303044,36979976,347748,35816,301920,1681621,3152069,1550710,166077,4674208,548108,692018
Brew-12.d,1017525,1163424,2961568,479358,212730,628025,101560,217797,22060,332727,338413,143665,192172,398483,487333,367315,380027,5903132,899791,1924588,266645,667360,64979,78046,97583,351833,98372,7972376,7137440,494249,305587,232233,474268,56940469,25449083,8470071,10896774,3652274,1212221,2791146,807509,8373207,19082345,361517,2491006,937232,127765,1471444,210223,2890725,2636361,306111,454618,1010454,1036702,127324,126125,563185,1401374,805236,747551,2361591,564157,11836742,2162874,765740,538235,181821,1231894,408664,1060741,1864864,298214,367538,126036,243925,59330,4154672,15271,45320,289639,338801,1299635,847489,172401,1239495,791456,314098
Brew-120.d,551378,550080,1023791,243604,173095,286297,70112,136523,15198,202744,309474,136281,128502,166817,810695,254103,295905,3718954,531284,1328642,164443,324925,70522,48627,61000,154031,84593,1525852,3057822,176918,115739,65070,446967,54825729,13183351,5223900,7842707,1763997,580861,1480068,436178,3696181,9478651,365240,638208,329494,51607,820594,152668,2332267,1947181,340938,367923,838044,776592,80524,131771,206824,897813,455533,364826,1692494,183467,9814601,1949907,627843,404804,194155,1042291,577488,714125,1010394,243504,534061,64277,192755,35031,8094959,15081,35178,215886,549744,798793,589458,759278,575291,484611,169759
Brew-123.d,530926,844002,2474247,198182,74833,272010,37052,83800,9882,179644,123465,74714,84705,260545,791716,198626,163934,2292570,430246,1120021,278903,333516,34889,62087,25552,233241,22075,10223729,2243248,706759,536754,171822,92255,99405071,22824667,8465733,13303983,1579959,694280,2357086,679071,5269382,12380942,345087,1587958,619967,74568,1294960,217819,998738,1484092,73837,181808,449157,234833,28733,40269,240747,575893,827556,694539,358366,368092,8113180,1497050,323749,270902,153595,606546,133626,96308,2114814,154037,660840,,229035,,3051811,3472,50189,135538,262580,512319,500385,59969,506275,670269,152586
Brew-125.d,650693,652136,1676804,284342,131267,378732,76122,137772,15118,353942,289336,207376,126383,340373,880531,293207,230279,5023165,556605,644351,229783,368857,46827,59966,40334,191805,66854,6723964,3077780,455843,272636,127931,289150,53607500,22120635,8926680,13577590,2280670,901110,2183204,717914,5440630,13342768,333865,1237193,574343,81595,1154180,211979,2124657,2091475,233550,362646,735896,673853,64917,91807,300039,912578,1024017,794689,2275233,257295,14710220,3072774,749175,358028,262413,845019,284728,959315,1891941,264381,692638,66022,216463,30135,5530969,11390,51726,225067,388970,1047419,641517,443268,613763,761426,308574
Brew-128.d,518732,685460,1556808,175771,76455,240904,43181,107260,11286,97290,130058,50407,59308,208654,810481,191536,182839,1892512,498117,1183990,164003,291171,36256,41203,49264,198508,46532,3907878,2808837,269026,177792,109537,281517,95973624,13634554,4706088,7913336,1876356,693725,1810132,442262,4220137,10076327,332932,344181,558793,105235,835930,153739,1208644,1205634,133912,231407,627201,377410,,44297,357877,514333,385005,350109,168292,381449,4396862,868074,346790,279421,75552,740190,233232,53276,1131907,164804,598333,84305,182300,33275,2658632,7696,32992,124469,309594,640190,452687,,642669,611897,
Brew-129.d,466183,930778,763391,353115,208644,234778,129602,81971,9172,102016,241007,66745,150685,8428,826199,188058,325217,1416599,481307,1090842,70866,200576,86225,14189,106514,195384,145315,247476,4157841,20746,91012,45461,707130,96546917,2160856,1169171,1770625,1005211,262633,365097,124809,988718,3159823,334282,270883,86001,103595,315717,66395,2338859,1423866,546944,428766,1144165,910329,109486,80792,209775,1749304,41334,45805,60344,291120,1465026,346051,262233,452969,64482,1307122,1839518,51469,356700,311121,672319,61479,194423,29032,9053013,46426,12572,137879,519919,723514,572379,123942,477613,658150,222887
Brew-130.d,625847,350997,833694,265560,171423,341707,94870,206737,20993,514070,454195,151552,170568,500283,922601,329611,353704,4128207,607284,926090,313051,237230,79131,100436,86301,114209,66752,6364418,4142774,565475,348768,58750,407415,60497165,25036610,10577684,16293191,3025756,1163580,2495668,823497,3790304,10131674,322099,1798345,424128,86157,1385925,339803,3040468,2977053,305509,400989,878553,957782,103920,98390,444678,1171272,531138,379220,1198136,118741,19045644,3876549,1008287,501285,308148,1272546,441965,442946,2906660,266602,714458,45843,239824,35862,8603716,22722,62545,243458,397592,846669,796550,511955,692370,596678,260385
Brew-132.d,625440,902131,2553300,248575,84462,360159,68931,114601,12473,233862,142446,70630,72843,310139,843446,252022,221639,2803884,597785,987619,314616,395532,42324,78927,34735,265064,28683,10268524,3161043,672269,537990,171114,224219,56729224,24290189,9348746,14739152,2306550,999063,2573925,757323,6041029,14022177,341892,1429326,772321,119506,1547249,273144,1395928,1841857,109349,225385,583438,324899,44310,70467,308060,672209,870593,865872,440600,497929,9587619,1685042,417895,359647,148958,895631,360195,128947,2347473,184943,719231,24123,179168,26313,3885694,6560,45609,169307,573589,693848,590888,,662952,601786,100250
Brew-136.d,678834,883970,2843592,240570,93689,354203,69905,167273,18031,186159,86568,63135,32444,435850,911257,,241927,2525877,596083,872409,311292,338921,39347,66211,46740,271980,33000,12233152,3555348,741593,316982,207515,241175,48907458,24124909,10457189,15790551,2666138,1133094,2455292,853236,5662565,13827382,324530,1344042,1029155,81903,1522140,309715,1127993,1329454,132749,277119,629955,367313,52240,69262,391536,733604,866524,776725,714560,505661,11187659,2234998,600143,375281,138847,1000943,226433,298893,3081315,232926,762424,,182122,43262,3734226,9200,60837,91812,533321,992698,381218,167705,974016,572153,301673
Brew-139.d,549150,639844,1734198,215181,74392,293285,39234,88848,12487,170933,90066,53236,68654,265489,1008937,186138,179230,1630573,496787,1072504,236096,297546,34533,60529,28588,196093,23109,9379321,2640628,582749,412620,113436,175725,97858132,20798631,6723607,11389355,1650405,726010,2357128,632116,4649498,11091222,352288,1255560,624998,87592,1158425,189570,1160485,1470646,90168,191120,496353,288620,30916,65836,284508,615216,547427,529533,270914,419694,6686779,1130477,297577,290425,110622,803211,183685,96025,1799753,148319,895540,,216834,21701,2643858,4736,39304,93351,359628,522812,471057,58994,604191,588279,69936
Brew-14.d,685549,403091,717939,178694,147021,335059,134635,136574,13854,169281,425104,370234,64633,172774,552713,242950,313712,2483431,522118,2749925,144362,245977,140521,88970,79729,173060,616952,22999572,4184282,1742948,152523,56321,461731,92879997,7051846,3552788,4585704,1791502,590646,1061909,397396,1473750,4983827,419788,1334781,294924,67999,647147,133014,4991144,7369059,1053884,2337516,1767573,1502463,120906,177788,454972,832459,292144,165974,805022,273313,6461138,1739275,860830,591114,119000,1433393,651880,657816,669612,255677,384097,45275,179996,63044,2997405,92001,23562,211606,4136835,813388,608529,431950,845965,644638,213546
Brew-141.d,650461,1190287,2652094,321027,135837,412778,98025,151879,14311,239045,258161,129512,110852,324899,992195,255283,267010,3259105,621652,903616,280560,521809,43875,77044,88952,289664,51153,3743140,3906552,438981,430473,191770,321894,49119433,21618488,7642970,12455780,2435658,872158,2287960,643960,6086973,14158572,342325,1480321,617658,113536,1614486,335785,1617655,1794349,183702,305732,737040,494700,87625,124261,345036,994043,682758,524394,291558,419578,8580691,1608756,473591,394623,186270,1005557,359492,112428,1796253,212383,873409,,182502,34630,5633175,13196,50111,147640,663428,953480,618922,93048,686550,604894,253291
Brew-146.d,1744454,2055389,1938482,1527990,798180,989879,724246,1065558,76980,690811,1745897,367619,514806,445535,940374,452075,3453712,3071317,1745059,,383994,458005,291331,,869260,556058,514140,1245234,38678312,98075,72246,271247,4003246,69596904,11948703,5889798,8080250,6622459,1852774,1089553,401615,2865790,8583063,336558,2007964,189891,711794,1462242,473201,12720941,6332919,2357239,1206908,4415201,5261147,460045,434818,2114615,9266340,110105,61913,508549,921726,8492701,1857532,1907315,3499188,225753,5837604,9804247,346875,2510040,1240823,854489,,187479,244877,38084572,322163,,602306,1424582,3032475,3445836,314556,3801681,629206,661947
Brew-147.d,557854,1015005,2589580,222651,104171,293695,52506,137768,13938,114920,183276,85992,93553,217196,979913,211307,210222,2993654,491366,894451,239298,434324,43170,55537,78450,272558,44530,4063611,3301957,280443,428854,183820,261211,90956419,18904448,6968829,11334644,2484490,836404,1772793,523483,5758123,13137136,346547,944973,554375,82120,1220432,188906,1449599,1556705,145373,250483,657351,406635,39736,96542,282427,644223,546344,518559,222126,474621,7262301,1324423,439364,305283,131111,865958,340686,82779,1787306,185139,922358,,178790,42969,5226841,6349,42360,118264,532876,752627,495209,81185,587127,611844,98686
Brew-149.d,899238,808071,1639510,606062,224538,514804,178011,239990,23054,222420,295155,94878,134850,154927,823936,14966,706640,2176463,853624,848966,175388,414559,116554,36753,168716,295405,173842,914075,10091313,91454,48113,119820,1038600,50727342,6579724,3566624,5177096,2605532,775247,877543,308485,2450316,7136615,339883,858111,299377,128893,755339,254161,2863803,2193343,694191,591084,1611122,1342194,127683,88818,449655,2350163,140307,80095,177453,620328,3773926,1009496,713460,770789,60339,2226729,2128383,141598,839260,400297,627219,,150102,92978,13638180,73438,26722,75282,615433,1209979,392629,,1282586,574122,249952
Brew-153.d,514311,556529,1369782,300980,127817,396818,72056,125022,12374,320477,285369,154784,136376,250204,1001163,229303,231944,4240341,500084,1811500,197088,326000,42333,55605,32378,172903,55975,6867458,2844508,420987,250244,93311,220523,53948827,18840719,6656771,11341189,1846512,706670,1744417,561499,5013007,11891978,373436,1401696,467157,64559,1168931,237470,1736760,1737008,183770,294401,617047,576365,69295,64388,297291,936774,721436,666685,1776898,189879,11006934,2012905,557905,320226,204345,824634,283117,777544,1513181,227698,924076,95579,179509,30212,4967461,6643,40616,167964,391281,796531,528629,379925,527655,736191,296700
Brew-155.d,541533,1204661,2602876,291687,104447,350449,70707,107373,11694,158937,191570,86476,98436,253610,1050399,193088,217858,2811102,536720,1804743,216945,380812,43206,52176,48546,268606,51514,5954537,3278968,382363,340616,184551,232118,52519651,15941680,5900047,10511514,1854280,668323,1886309,531718,5385369,12268806,342205,1628315,538772,92367,1064633,171102,1291256,1397257,158600,246275,621778,432095,71076,74915,220472,863950,458753,458020,233427,335158,6361117,1176057,382004,294345,152019,736390,268724,83337,1355966,175758,921463,,161933,35912,5439342,5023,47018,104092,359418,721919,476932,59823,531499,654117,81496
Brew-156.d,480683,530712,1005178,313260,147500,336585,75425,86964,12115,210783,284169,129084,143985,142772,1324767,249570,251661,3743879,458305,1442170,140876,302568,50330,44365,39764,158526,69349,1365028,2973184,154429,96694,65246,396238,55035194,12248050,4426397,7369752,1528345,501617,1329516,432554,3707933,9258966,360435,1096345,331934,48973,676404,134535,1973950,1619934,291760,325479,712589,670315,83000,105838,283671,1082765,492936,395655,1793416,193024,8776297,1794303,563316,349176,186221,888332,524600,751308,868834,228594,1520564,45089,186925,27252,6630255,16850,38086,168771,449018,747951,456058,674407,481789,628870,268393
Brew-157.d,636512,1145974,4261156,239190,98818,373940,68215,326432,25531,794932,447293,199892,208289,613997,1202150,442330,136434,3098951,134705,638095,1206720,487616,68435,382636,57062,454193,,25238372,4273387,1940807,5450552,332393,161274,67422539,66100658,34044646,48375518,1993676,2367342,5003159,1867628,5997205,15507321,335846,4936397,1083541,111479,6460690,1175252,1797926,5410705,109542,286703,669191,256111,81176,,401781,774618,7951383,7159698,12506530,458755,46924046,7408053,433032,457297,874880,483980,44572,4530287,14195184,143899,1207200,51271,211526,,4660039,7080,130321,393966,314485,695959,1551361,452347,680819,515217,729761
Brew-159.d,534233,738198,2086256,200978,83742,286452,41195,89053,10250,160010,130185,49417,66830,270255,1088373,197065,191211,1844798,488067,1213299,242402,331006,24641,56057,24188,225869,19519,10307594,2744417,566739,438314,139880,157903,56234692,19729841,7109825,13185137,1752603,772033,2121142,582124,5044387,11689362,318429,1461619,652082,93230,1167550,192771,1157178,1482100,85284,181261,486657,281500,36786,34876,286118,570309,647775,632900,348946,448527,6985201,1236787,316784,271728,119856,687865,175053,105391,1883014,155831,1377371,7578,217613,28063,3239384,3298,39411,134263,212566,583877,499563,,591513,879217,
Brew-161.d,416264,173876,432187,313517,122076,398381,71664,128431,9808,214831,338860,169944,140172,218634,1098380,274097,144294,4197791,297459,2237962,121312,166543,41080,78979,15021,73130,85929,1574815,2519484,191104,101297,27561,169470,61498251,15463525,5942358,9567111,1457402,520652,1736128,539769,3353715,8726167,330964,1157596,573055,36241,654216,136803,2122063,1954375,328412,410728,633336,867713,85923,49884,233995,951055,769487,771141,2964331,86115,11911165,2560168,675291,234630,253851,633030,412308,1547709,962047,229633,1401907,47832,216461,35566,6440659,12410,39501,210184,252254,670123,552519,1092447,386374,745930,262582
Brew-162.d,542744,803111,2336892,266336,111276,306185,51077,98054,15533,90068,92148,59676,41537,193041,1061267,,249818,1958738,547496,788215,190899,317695,35620,31124,45964,233804,34995,5252928,3173391,321182,154145,147715,301842,25802803,10536001,4196737,6996527,1425123,482591,1359685,426673,3860962,9238651,372546,723473,454687,60890,832474,161699,759372,692346,150245,233649,600588,385361,46842,65937,288896,854095,275041,242526,172338,412463,4398385,919756,324334,308085,103572,834970,348885,60527,1354046,214842,1309932,,178605,24622,6542650,6106,34075,98628,311296,691332,410296,,614158,598252,155393
Brew-163.d,641721,666766,1566712,320410,155772,409117,101195,258931,25784,377421,369865,91357,144164,454577,1062768,288727,385574,2769226,638828,728968,391067,314898,56966,97181,174921,219147,60932,7522804,6690559,457084,522266,100137,519239,49307313,28870661,10387422,17393444,4204438,1381361,2436753,772933,4332081,10492027,372332,1360376,508859,110884,1806371,436839,2833758,2864450,250403,350733,1037964,783481,99756,101060,457132,1307370,374084,236640,143364,359311,11786568,2049033,736177,496035,183132,1258761,439233,42093,4290828,242035,1203617,,148581,47609,12341851,15357,53380,201875,353563,856068,811673,127163,792942,763307,243455
Brew-164.d,509914,1045180,2690189,278579,99877,358752,60116,104707,11602,170245,138532,99826,89686,207053,1027956,197783,211959,2775789,496006,1639298,223368,387395,21762,46276,71401,273566,44389,4593255,3741777,277903,387591,179406,232610,99331486,16066180,6089520,10372278,2217556,759284,1914260,538026,5494015,12865864,312971,1054100,538033,86691,1080486,181558,1322636,1388571,132773,221524,572302,377722,37257,64085,203862,796204,539714,525032,228153,405021,6358799,1163913,421528,269648,108248,674620,222847,60887,1558542,162989,1065143,,186683,33567,5329259,,35205,138514,320524,678172,478680,64048,526997,754380,145796
Brew-165.d,761988,504318,1260354,142658,145371,443445,70294,183506,15355,333154,502197,242603,57821,412184,987561,284441,226268,3420340,569386,809049,290903,235148,132773,112910,69782,189482,366364,37859316,3353728,3080228,253615,89636,214973,47723103,24366869,10477328,15566169,2483617,1070344,2386817,865702,3414356,9946611,335401,1714694,859700,88953,1269886,259471,4603047,8774354,700537,2494974,1819215,1126428,60691,74838,402477,406774,1405773,1160827,2590201,278909,17322787,3695596,833221,510342,318873,1209947,163410,1316014,2469706,226375,1101750,30842,195755,49947,4980479,80924,59993,234244,4793324,873543,696117,886030,1070055,576099,267705
Brew-167.d,573832,205326,430989,341650,153167,429480,63945,137039,14472,289618,263734,171239,98860,257018,965871,,256836,4135636,552172,1276253,138765,196023,36683,65810,41556,105050,58403,4039586,2980530,283293,52678,26143,274996,27006839,14932417,5552572,9305795,1865492,637622,1527871,500860,3868176,9815796,325453,1164469,492142,78494,677295,122023,1689612,1366788,295890,362719,643469,761572,69516,106024,273844,1050849,570842,491061,1345590,184875,10590432,2150848,808860,333159,141170,847246,342065,369894,986243,241433,820220,,199008,29591,6592228,11255,35612,,294375,769087,150236,114908,712578,570079,243159
Brew-17.d,937189,1450469,3560725,500343,199315,631024,112544,249901,26001,306131,366556,144635,202979,327954,587018,374885,453320,5992376,941414,2428750,326963,880552,76638,81691,123573,374634,111598,4800775,8053899,372266,468688,293531,524980,63701342,23253645,8151580,11291775,3848005,1252247,2571035,711138,8360110,18779138,368508,1888713,801352,167124,1720033,289754,2980159,2556157,372874,478893,1121909,989833,127548,192627,549523,1743358,811501,700461,1449862,606277,10948145,1902951,803323,568112,159174,1389883,545711,773209,2189111,320115,322660,88700,227198,69584,5310510,19544,48391,265124,536587,1395247,874233,127468,1280938,713693,234051
Brew-175.d,1272396,1951357,3996083,1226867,510258,1055901,278770,637080,45094,719106,1111079,516809,427133,640276,873896,411482,1185151,4794620,1536546,34555,533748,928418,178621,94260,445656,571347,290606,1835573,20119524,183844,387470,363067,1527170,60481286,22969320,10435437,12765832,6068512,1904377,2001110,683173,6506037,14804590,330826,2109650,568818,327707,2454231,539338,7339258,4953779,959202,852411,2085164,2790511,340448,411067,1189202,5246627,530844,343161,331613,657179,12624840,2427362,1309715,1238763,331615,2675807,2126330,173759,3762792,634495,729004,,191010,145624,38622345,65336,52865,490500,771635,2018420,1996879,664828,1913586,609957,630337
Brew-19.d,680649,644438,1542156,390781,212200,492151,92663,149751,16850,347502,525431,252154,243981,269685,552823,346788,317491,5785551,567229,2772924,174128,375625,70947,55817,53868,192955,112440,5014301,3540037,331654,393459,122121,379564,57350068,15734126,6122412,7892603,2362178,738783,1822195,555930,4580529,11586296,414800,2325909,353403,79668,955867,210931,2705592,2088552,408592,427076,761076,1122014,153318,194448,282360,1757390,541036,428850,1967363,112796,11196718,2492652,930713,436007,256110,986245,548006,1304251,1156016,316906,339263,149536,130338,40808,3545042,20646,39605,230973,345756,1029802,806982,587787,639389,602455,421952
Brew-22.d,918646,301030,626006,106446,65984,471989,111041,401360,21195,93073,212487,341877,19823,324414,484242,,183676,2316046,341471,3273887,162285,159688,163025,148072,28324,109326,817004,20250253,3627884,1661768,63427,46132,174586,23584574,14382737,7067589,8147673,2927202,967466,1536427,624048,1121852,4702337,341741,1003437,957775,59142,826932,262871,5327368,8358903,1795784,3388803,2177608,1854253,37774,96847,440042,445161,649290,486221,982413,114107,12366979,3286721,1484208,571468,64900,1399511,327198,660943,1248014,346199,404402,,187434,235753,2159068,148524,46714,110564,2887857,999179,641812,682467,1137894,592300,269268
